Random waveform, supplied seed
Total number of intervals = 134 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116)
Average QPS expected = 52006
Timestamp start: 1684445203921
Timestamp end: 1684446004353

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      429.5   539.7   148.8   204.4   216.3   343.8   438.9   505.4   563.0   633.6   718.8   862.1  1211.7  4919.7 30501.8  48578.2    48521
read      416.4   472.4   148.8   202.7   214.5   356.4   440.1   499.7   546.6   598.3   653.5   727.3   966.5  5681.5 20026.8  34118.8    34058
read      361.9   391.3   148.8   201.9   211.7   288.8   344.5   387.9   425.9   476.1   547.0   720.0  1322.0  4185.7 12631.5  75356.0    75648
read      413.3   638.2   160.7   203.2   214.7   348.6   433.3   482.6   515.0   548.6   585.7   636.8  1037.3  7575.8 31552.1  19415.0    19482
read      457.4  1003.7   160.7   204.7   217.1   364.4   446.5   487.4   512.9   539.4   572.5   627.3  2816.3 15125.5 40089.0  15058.0    15054
read      358.3   268.5   148.8   202.4   212.2   291.5   348.4   390.5   426.5   475.8   548.1   722.6  1266.9  2455.0  9193.1  75663.5    75754
read      396.8   752.0   173.5   231.4   256.3   335.0   364.6   382.4   396.5   414.1   437.0   485.9  1963.8  8084.8 32454.7   5240.3     5187
read      423.7   684.2   160.7   206.9   220.5   359.3   444.8   493.6   524.5   555.8   590.3   640.4   999.7  9409.2 31387.1  17679.8    17656
read      338.8   388.4   160.7   201.5   211.2   281.9   327.7   357.6   381.6   415.1   465.3   562.4  1386.9  4140.8 11000.9  96420.8    96343
read      413.0   433.0   148.8   203.4   214.8   344.7   436.7   495.4   541.0   598.5   668.6   765.5  1106.9  5240.6 13402.6  36763.0    36665
read      348.8   304.7   148.8   203.0   212.7   287.7   339.7   374.9   405.6   449.1   510.3   646.3  1256.3  2932.8  9926.8  85291.8    85269
read      435.1   630.3   160.7   203.9   216.0   362.5   450.2   510.2   556.1   607.6   663.8   741.2  1071.5  8739.9 30137.4  31372.0    31525
read      422.1   460.1   160.7   201.4   211.9   319.5   413.0   479.8   541.0   627.7   741.0   943.2  1406.1  4569.9 15991.7  61925.8    61798
read      418.2   648.7   160.7   209.6   224.1   371.7   438.6   471.5   493.1   516.2   544.4   590.0  1107.1  7959.0 31347.1  12214.5    12253
read      401.1   248.2   160.7   208.0   222.6   366.2   446.3   497.1   532.8   570.8   613.7   671.7   806.5  3179.9  8741.5  25749.2    25710
read      378.5   356.3   160.7   206.3   218.9   314.4   379.4   423.9   462.0   512.2   585.2   713.8  1129.3  3997.6 10975.8  79916.3    79937
read      381.1   351.1   173.5   235.0   257.6   357.3   389.0   405.9   421.3   436.8   462.0   503.6   650.5  5833.2 12479.7   7279.0     7271
read      305.8   167.9   148.8   199.9   209.9   278.1   321.0   348.3   370.1   397.7   435.2   489.8   589.9  1366.3  7342.2  85722.5    85861
read      301.2   160.1   148.8   199.3   209.2   273.8   315.8   342.4   363.9   390.8   427.6   481.9   583.2  1201.5  7230.0  91561.8    91467
read      311.9   141.3   148.8   200.3   210.5   280.2   328.4   361.3   387.8   421.9   463.3   514.3   607.3  1002.7  4851.4  72179.0    72217
read      349.6   223.0   160.7   204.4   216.2   312.2   398.3   439.9   464.3   489.6   517.5   556.4   637.4  1489.4 10087.0  31092.8    31080
read      311.0   165.1   148.8   200.9   210.9   280.1   326.3   357.6   382.3   414.7   457.2   510.9   604.8  1204.1  7217.1  76908.3    76878
read      307.4   179.6   148.8   200.8   210.6   278.8   322.9   351.8   373.8   402.5   441.7   496.0   589.6  1053.5  8088.4  84456.2    84584
read      370.0   375.3   160.7   217.0   231.3   358.9   398.9   419.2   432.5   450.0   469.9   505.5   588.9  5725.7 17249.4  12492.3    12492
read      329.6   171.1   160.7   203.6   214.3   296.7   353.4   389.7   417.8   451.3   489.5   539.4   637.2  1342.1  6755.6  57151.2    57106
read      301.1   141.4   148.8   200.9   210.5   275.9   317.4   343.0   363.5   388.8   423.1   472.1   568.6  1121.3  4709.4  96504.5    96245
read      357.1   314.1   173.5   231.2   252.5   339.7   367.0   382.8   394.6   407.9   429.4   464.0   572.5  5302.1 12655.3   6815.2     6791
read      304.6   158.9   148.8   200.5   210.3   278.6   321.6   348.2   369.0   395.1   430.7   483.8   583.8  1150.7  7783.0  90224.8    90728
read      360.6   458.8   173.5   238.8   262.2   330.5   353.7   367.2   376.5   390.9   406.3   449.1   590.4  8650.6 15834.0   5143.0     5151
read      307.7   163.4   148.8   199.6   209.9   279.6   324.6   353.1   374.6   402.6   441.0   495.4   591.6  1354.9  5766.9  82930.2    82969
read      335.3   198.7   148.8   201.4   212.0   296.1   364.6   410.8   442.8   474.3   507.5   549.0   632.4  1262.6  9514.1  42564.0    42635
read      295.8   158.2   148.8   197.8   207.9   271.8   311.8   336.7   355.9   379.8   412.6   461.6   555.1   917.2  7860.1  99256.8    99337
read      301.0   169.1   148.8   199.1   209.2   274.3   316.5   342.3   362.8   388.1   422.4   473.1   574.8  1395.5  8345.9  95315.0    95192
read      316.7   179.7   148.8   200.2   210.4   282.7   333.0   367.0   395.0   431.7   475.7   530.1   620.4  1102.0  7910.5  69078.2    69200
read      331.3   186.9   148.8   201.2   211.6   291.8   355.3   399.7   433.3   468.7   505.0   549.6   639.2  1237.8  7970.6  49463.0    49459
read      346.3   197.6   160.7   203.7   215.3   313.6   394.7   433.4   456.6   480.9   507.3   545.0   627.9  1353.6  8118.9  29004.8    29055
read      313.7   155.1   148.8   197.6   208.1   278.1   329.5   365.6   394.9   431.6   474.4   526.7   615.8  1331.4  6758.0  64504.8    64324
read      359.5   375.1   173.5   238.2   262.1   335.4   360.0   372.7   384.9   398.3   419.6   459.9   593.5  6157.9 14599.9   5694.7     5705
read      307.7   164.7   148.8   199.5   209.8   280.1   325.1   353.4   374.5   402.4   440.3   494.7   592.4  1191.4  7720.8  84931.2    84816
read      352.7   236.8   160.7   206.5   219.6   331.3   405.3   435.7   455.7   476.6   501.4   538.6   616.7  1353.2 10714.0  23649.7    23714
read      311.3   146.5   148.8   201.0   210.9   279.5   327.1   360.0   386.9   421.5   463.5   515.8   604.5   856.2  5228.3  24650.0    74116

Total QPS = 51891.0 (41512784 / 800.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 10253657154 bytes :   12.2 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.94%,47.98%,100.00%
